炉号,钢种,钢号,转炉终点温度,转炉终点C,转炉终点Mn,转炉终点S,转炉终点P,转炉终点Si,钢水净重,连铸正样C, 连铸正样Mn ,连铸正样S,连铸正样P,连铸正样Si,连铸正样Ceq_val,连铸正样Cr,连铸正样Ni_val,连铸正样Cu_val,连铸正样Nb_val,连铸正样V_val,连铸正样Alt_val,连铸正样Als_val,连铸正样Mo_val,连铸正样Ti_val,连铸正样N_val,连铸正样O_val,连铸正样B_val,氮化钒铁FeV55N11-A,低铝硅铁,钒氮合金(进口),钒铁(FeV50-A),钒铁(FeV50-B),钒铁(FeV50-B),硅铝钙,硅铝合金FeAl30Si25,硅铝锰合金球,硅锰面（硅锰渣）,硅铁(合格块),硅铁FeSi75-B,石油焦增碳剂,锰硅合金FeMn64Si27(合格块),锰硅合金FeMn68Si18(合格块),碳化硅(55%),硅钙碳脱氧剂
7A06090             ,低合金    ,HRB400B    ,1688,0.00086,,0.00022,,0.002,72200,0.0023,0.013,0.00024,0.00022,0.0035,0.46,0.0024,0.008,0.015,0,0.034,0.0056,0.0035,0.0006,0.001,0,0,0,15,0,0,0,0,32,25,0,0,200,0,0,54,0,1220,132,0
7A06089             ,低合金    ,HRB400B    ,1683,0.00107,,0.00021,,0.002,71250,0.0023,0.0128,0.00022,0.00024,0.0035,0.457,0.0028,0.01,0.013,0,0.033,0.0055,0.0034,0.0001,0.001,0,0,0,15,0,0,0,0,32,0,0,0,200,0,0,54,0,1200,132,20
7A06088             ,低合金    ,HRB400B    ,1804,0.00067,,0.00026,,0.002,72150,0.0023,0.013,0.00032,0.00025,0.0035,0.462,0.0029,0.011,0.017,0,0.036,0.0055,0.0034,0.0021,0.001,0,0,0,6,0,0,0,0,36,25,0,0,200,0,0,68,0,1160,132,0
7A06087             ,低合金    ,HRB400B    ,1648,0.00093,,0.00028,,0.002,64000,0.0023,0.0133,0.00031,0.00018,0.0037,0.465,0.0024,0.009,0.015,0,0.034,0.0056,0.0035,0.0014,0.001,0,0,0,6,0,0,38,0,0,25,0,0,200,0,0,68,0,1380,132,0
7A06086             ,低合金    ,HRB400B    ,1693,0.0009,,0.0002,,0.002,69950,0.0023,0.0133,0.00023,0.0002,0.0036,0.465,0.0023,0.008,0.016,0,0.032,0.0059,0.0037,0.0016,0.001,0,0,0,7,0,0,0,0,40,25,0,0,200,0,0,54,0,1380,132,0
7A06085             ,低合金    ,HRB400B    ,1639,0.00041,,0.00036,,0.002,74050,0.0024,0.0134,0.00036,0.00019,0.0036,0.476,0.0021,0.008,0.014,0,0.034,0.0065,0.004,0.0007,0.001,0,0,0,7,0,0,0,0,40,50,0,0,200,0,0,102,0,1380,88,0
7A06084             ,低合金    ,HRB400B    ,1662,0.00056,,0.00033,,0.002,71950,0.0023,0.0129,0.00032,0.00016,0.0034,0.458,0.0022,0.009,0.015,0,0.032,0.0052,0.0033,0.0006,0.001,0,0,0,7,0,0,0,0,40,25,0,0,200,0,0,95,0,1380,88,0
7A06083             ,低合金    ,HRB400B    ,1683,0.0006,,0.00037,,0.002,76450,0.0023,0.0126,0.0003,0.00018,0.0033,0.45,0.0013,0.004,0.01,0,0.032,0.0044,0.0022,0.0022,0,0,0,0,15,0,0,0,0,30,25,0,0,200,0,0,85,0,1210,88,0
7A06082             ,低合金    ,HRB400B    ,1656,0.00068,,0.00034,,0.003,71200,0.0023,0.0132,0.00032,0.00017,0.0035,0.461,0.0021,0.004,0.012,0,0.032,0.0036,0.0014,0.0019,0.001,0,0,0,15,0,0,0,0,30,25,0,0,200,0,0,77,0,1290,88,0
7A06081             ,低合金    ,HRB400B    ,1698,0.00061,,0.00023,,0.002,72750,0.0024,0.0133,0.00025,0.00018,0.0035,0.473,0.0016,0.003,0.01,0,0.031,0.0037,0.0015,0.0012,0,0,0,0,15,0,0,0,0,31,25,0,0,200,0,0,85,0,1340,88,0
7A06080             ,低合金    ,HRB400B    ,1639,0.00051,,0.00033,,0.002,74500,0.0024,0.0129,0.00035,0.0002,0.0036,0.467,0.0019,0.007,0.016,0,0.033,0.0039,0.0017,0.0027,0.001,0,0,0,15,0,0,0,0,31,50,0,0,200,0,0,85,0,1270,88,0
7A06079             ,低合金    ,HRB400B    ,1651,0.00058,,0.00039,,0.002,69900,0.0022,0.013,0.00037,0.0003,0.0035,0.45,0.0025,0.005,0.012,0,0.032,0.1017,0.0826,0.0025,0,0,0,0,15,0,0,0,0,31,25,0,0,200,0,0,85,0,1340,88,0
7A06078             ,低合金    ,HRB400B    ,1661,0.00055,,0.00037,,0.002,74650,0.0024,0.0134,0.00033,0.00024,0.0038,0.475,0.0023,0.006,0.011,0,0.032,0.0039,0.0017,0.0018,0,0,0,0,7,0,0,0,0,40,50,0,0,0,0,0,102,0,1620,88,0
7A06077             ,低合金    ,HRB400B    ,1672,0.00043,,0.00019,,0.002,74100,0.0024,0.013,0.0003,0.00021,0.0036,0.468,0.0019,0.005,0.013,0,0.033,0.0038,0.0016,0.0018,0,0,0,0,6,0,0,0,0,40,50,0,0,200,0,0,95,0,1240,88,0
7A06076             ,低合金    ,HRB400B    ,1672,0.00057,,0.00025,,0.001,71700,0.0024,0.0136,0.00031,0.00042,0.0037,0.479,0.0021,0.004,0.01,0,0.033,0.004,0.0018,0.0017,0,0,0,0,8,0,0,0,0,40,25,0,0,200,0,0,95,0,1300,88,0
7A06075             ,低合金    ,HRB400B    ,1668,0.00058,,0.00031,,0.002,76500,0.0024,0.0128,0.00032,0.00037,0.0035,0.467,0.0028,0.005,0.012,0,0.032,0.0041,0.0019,0.0019,0,0,0,0,7,0,0,0,0,40,50,0,0,200,0,0,85,0,1280,88,0
7A06074             ,低合金    ,HRB400B    ,1669,0.00051,,0.00033,,0.001,75700,0.0023,0.013,0.00031,0.00027,0.0035,0.459,0.0022,0.005,0.011,0,0.032,0.004,0.0018,0.0016,0,0,0,0,6,0,0,0,0,40,50,0,0,200,0,0,95,0,1240,88,0
7A06073             ,低合金    ,HRB400B    ,1666,0.00048,,0.00037,,0.001,71000,0.0024,0.0129,0.00031,0.00025,0.0034,0.467,0.0026,0.006,0.011,0,0.033,0.0039,0.0017,0.0019,0,0,0,0,7,0,0,0,0,40,50,0,0,200,0,0,95,0,1250,88,0
7A06072             ,低合金    ,HRB400B    ,1666,0.00038,,0.00031,,0.002,74700,0.0024,0.0132,0.00033,0.00022,0.0037,0.474,0.0024,0.007,0.015,0,0.033,0.0038,0.0016,0.0035,0,0,0,0,6,0,0,0,0,40,50,0,0,200,0,0,90,0,1280,88,0
7A06071             ,低合金    ,HRB400B    ,1667,0.00051,,0.00036,,0.002,72250,0.0024,0.0126,0.00031,0.00018,0.0034,0.462,0.0021,0.007,0.016,0,0.033,0.0039,0.0017,0.0023,0,0,0,0,7,0,0,0,0,40,50,0,0,200,0,0,95,0,1270,88,0
7A06070             ,低合金    ,HRB400B    ,1639,0.00066,,0.00039,,0.002,74300,0.0024,0.0135,0.00038,0.00028,0.0038,0.478,0.002,0.007,0.014,0,0.035,0.0045,0.0023,0.0036,0,0,0,0,6,0,0,0,0,40,25,0,0,0,0,0,85,0,1464,88,0
7A06069             ,低合金    ,HRB400B    ,1667,0.00076,,0.00031,,0.002,72450,0.0023,0.0129,0.00034,0.00025,0.0034,0.458,0.0024,0.006,0.015,0,0.033,0.0044,0.0022,0.0026,0,0,0,0,6,0,0,0,0,38,25,0,0,0,0,0,68,0,1386,88,0
7A06068             ,低合金    ,HRB400B    ,1666,0.0009,,0.00032,,0.002,68350,0.0023,0.0128,0.00033,0.00029,0.0035,0.458,0.0031,0.007,0.014,0,0.032,0.0039,0.0017,0.0031,0.001,0,0,0,6,0,0,0,0,40,0,0,0,0,0,0,51,0,1473,88,20
7A06067             ,低合金    ,HRB400B    ,1664,0.0009,,0.0003,,0.001,72650,0.0024,0.0129,0.00035,0.00025,0.0035,0.467,0.0018,0.006,0.011,0,0.032,0.0039,0.0017,0.0026,0,0,0,0,6,0,0,0,0,40,0,0,0,0,0,0,51,0,1466,88,20
7A06066             ,低合金    ,HRB400B    ,1704,0.00076,,0.00033,,0.001,69900,0.0024,0.0128,0.00033,0.00027,0.0035,0.466,0.0021,0.007,0.014,0,0.034,0.0039,0.0017,0.0025,0,0,0,0,6,0,0,0,0,40,25,0,0,0,0,0,68,0,1462,88,0
7A06065             ,低合金    ,HRB400B    ,1686,0.00082,,0.00034,,0.002,71500,0.0024,0.013,0.00034,0.00026,0.0036,0.468,0.0018,0.007,0.012,0,0.032,0.147,0.1178,0.0027,0,0,0,0,6,0,0,0,0,40,0,0,0,0,0,0,68,0,1451,88,20
7A06064             ,低合金    ,HRB400B    ,1710,0.00052,,0.00033,,0.002,73550,0.0022,0.0133,0.00033,0.0004,0.0038,0.455,0.0022,0.006,0.011,0,0.034,0.0935,0.0762,0.0031,0.001,0,0,0,6,0,0,0,0,40,50,0,0,0,0,0,85,0,1448,88,0
7A06063             ,低合金    ,HRB400B    ,1677,0.00106,,0.00026,,0.003,72600,0.0024,0.0128,0.00032,0.00022,0.0034,0.465,0.0019,0.004,0.01,0,0.033,0.0039,0.0016,0.0015,0,0,0,0,6,0,0,0,0,40,0,0,0,0,0,0,51,0,1443,88,20
7A06062             ,低合金    ,HRB400B    ,0,0.00067,,0.0004,,0.003,72750,0.0023,0.0128,0.0003,0.00016,0.0036,0.454,0.0012,0.006,0.012,0,0.033,0.0039,0.0017,0.002,0,0,0,0,6,0,0,0,0,40,50,0,0,0,0,0,85,0,1562,88,0
7A06061             ,低合金    ,HRB400B    ,1640,0.0004,,0.0004,,0.002,72950,0.0023,0.013,0.00033,0.00024,0.0034,0.48,0.0015,0.004,0.011,0,0.033,0.0039,0.0017,0.002,0,0,0,0,6,0,0,0,0,38,50,0,0,0,0,0,85,0,1442,88,0
7A06060             ,低合金    ,HRB400B    ,1724,0.00038,,0.00032,,0.002,67500,0.0022,0.0134,0.00032,0.00027,0.0038,0.454,0.0015,0.003,0.009,0,0.034,0.0251,0.0222,0.0021,0,0,0,0,45,0,0,0,0,0,75,0,0,0,0,0,85,0,1451,88,0
7A06059             ,低合金    ,HRB400B    ,1648,0.00021,,0.00033,,0.002,68150,0.0022,0.0135,,,,,,,,,,,,,,,,,47,0,0,0,0,0,50,0,0,0,0,0,102,0,1515,132,0
7A06058             ,低合金    ,HRB400B    ,1680,0.00071,,0.00028,,0.002,71100,0.0024,0.0143,,,,0.479,,0.004,0.01,0,0.034,0.0037,0.0015,0.0029,0,0,0,0,6,0,0,0,0,40,25,0,0,0,0,0,68,0,1549,88,0
7A06057             ,低合金    ,HRB400B    ,1677,0.00087,,0.00037,,0.002,74200,0.0022,0.0131,,,,0.472,,0.006,0.011,0,0.033,0.0037,0.0015,0.0023,0,0,0,0,6,0,0,0,0,40,0,0,0,0,0,0,68,0,1435,88,20
7A06056             ,低合金    ,HRB400B    ,1673,0.00075,,0.00036,,0.002,71800,0.0022,0.0133,,,,0.484,,0.005,0.012,0,0.032,0.004,0.0018,0.0028,0,0,0,0,7,0,0,0,0,41,25,0,0,0,0,0,85,0,1565,88,0
7A06055             ,低合金    ,HRB400B    ,1705,0.00056,,0.00027,,0.002,73950,0.0024,0.013,,,,0.481,,0.007,0.011,0,0.031,0.0037,0.0015,0.0017,0,0,0,0,7,0,0,0,0,40,50,0,0,230,0,0,75,0,1280,132,0
7A06054             ,低合金    ,HRB400B    ,1688,0.00083,,0.00027,,0,71600,0.0023,0.0131,,,,0.454,,0.005,0.014,0,0.036,0.0038,0.0016,0.0027,0,0,0,0,6,0,0,0,0,39,25,0,0,200,0,0,44,0,1140,132,0
7A06053             ,低合金    ,HRB400B    ,1653,0.00097,,0.00019,,0,67150,0.0022,0.0133,,,,0.477,,0.004,0.014,0,0.034,0.0037,0.0015,0.0023,0,0,0,0,7,0,0,0,0,40,0,0,0,190,0,0,40,0,1260,132,20
7A06052             ,低合金    ,HRB400B    ,1662,0.00116,,0.00029,,0.002,71500,0.0024,0.0133,,,,0.454,,0.004,0.012,0,0.033,0.0039,0.0017,0.0026,0,0,0,0,6,0,0,0,0,38,0,0,0,210,0,0,27,0,1190,132,20
7A06051             ,低合金    ,HRB400B    ,1676,0.00069,,0.00027,,0.002,68650,0.0023,0.0142,,,,0.468,,0.006,0.012,0,0.035,0.0037,0.0015,0.0024,0,0,0,0,6,0,0,0,0,39,25,0,0,200,0,0,60,0,1150,132,0
7A06050             ,低合金    ,HRB400B    ,0,0.00089,,0.00021,,0.003,68400,0.0023,0.0139,,,,0.47,,0.007,0.013,0,0.033,0.0038,0.0016,0.0027,0,0,0,0,6,0,0,0,0,39,0,0,0,200,0,0,44,0,1200,132,20
7A06049             ,低合金    ,HRB400B    ,1656,0.00073,,0.00026,,0.001,70900,0.0022,0.0136,,,,0.479,,0.006,0.012,0,0.033,0.0037,0.0015,0.0026,0,0,0,0,6,0,0,0,0,39,25,0,0,200,0,0,60,0,1200,132,0
7A06048             ,低合金    ,HRB400B    ,1686,0.00111,,0.00021,,0.003,69550,0.0024,0.014,,,,0.468,,0.005,0.012,0,0.035,0.0037,0.0015,0.0031,0,0,0,0,6,0,0,0,0,38,0,0,0,200,0,0,34,0,1150,132,20
7A06047             ,低合金    ,HRB400B    ,1660,0.00055,,0.00033,,0.002,67400,0.0024,0.0128,,,,0.483,,0.007,0.014,0,0.036,0.0037,0.0015,0.0026,0,0,0,0,44,0,0,0,0,0,50,0,0,190,0,0,75,0,1240,132,0
7A06046             ,低合金    ,HRB400B    ,1680,0.00093,,0.00022,,0.002,68650,0.0021,0.0137,,,,0.472,,0.008,0.018,0,0.038,0.0038,0.0016,0.0041,0.001,0,0,0,6,0,0,0,0,39,0,0,0,210,0,0,44,0,1270,132,20
7A06045             ,低合金    ,HRB400B    ,1672,0.00088,,0.00027,,0.003,66650,0.0024,0.0142,,,,0.462,,0.007,0.017,0,0.035,0.0037,0.0015,0.0031,0.001,0,0,0,6,0,0,0,0,39,0,0,0,190,0,0,51,0,1280,132,20
7A06044             ,低合金    ,HRB400B    ,1651,0.00058,,0.00034,,0.003,68800,0.0022,0.0131,,,,0.466,,0.008,0.016,0,0.033,0.0041,0.0019,0.0035,0,0,0,0,6,0,0,0,0,39,25,0,0,200,0,0,72,0,1240,132,0
7A06043             ,低合金    ,HRB400B    ,1680,0.00059,,0.00032,,0,70350,0.0023,0.0138,,,,0.457,,0.008,0.015,0,0.033,0.0041,0.0019,0.0029,0,0,0,0,7,0,0,0,0,40,25,0,0,190,0,0,75,0,1300,132,0
7A06042             ,低合金    ,HRB400B    ,1661,0.00051,,0.00031,,0.003,72300,0.0022,0.0131,,,,0.463,,0.007,0.017,0,0.035,0.0038,0.0016,0.0041,0,0,0,0,6,0,0,0,0,0,50,0,0,200,0,0,75,0,1190,132,0
7A06041             ,低合金    ,HRB400B    ,1671,0.00026,,0.00031,,0.003,70650,0.0022,0.0135,,,,0.474,,0.006,0.016,0,0.036,0.0037,0.0015,0.0038,0,0,0,0,6,0,0,0,0,39,50,0,0,210,0,0,78,0,1230,132,0
7A06040             ,低合金    ,HRB400B    ,1669,0.00128,,0.00029,,0.003,68450,0.0024,0.0141,,,,0.452,,0.006,0.014,0,0.033,0.0043,0.0021,0.0026,0.001,0,0,0,6,0,0,0,0,40,0,0,0,200,0,0,56,0,1320,132,20
7A06039             ,低合金    ,HRB400B    ,1667,0.00067,,0.00027,,0.002,71550,0.0025,0.0136,,,,0.473,,0.006,0.015,0,0.035,0.0039,0.0017,0.003,0,0,0,0,6,0,0,0,0,39,25,0,0,200,0,0,68,0,1250,132,0
7A06038             ,低合金    ,HRB400B    ,1697,0.00084,,0.00026,,0.002,67800,0.0022,0.0145,,,,0.472,,0.006,0.015,0,0.034,0.0041,0.0018,0.0025,0,0,0,0,6,0,0,0,0,37,25,0,0,200,0,0,68,0,1230,132,0
7A06037             ,低合金    ,HRB400B    ,1677,0.00066,,0.00032,,0.002,67400,0.0023,0.0144,,,,0.47,,0.006,0.014,0,0.034,0.0039,0.0017,0.0025,0,0,0,0,6,0,0,0,0,39,25,0,0,200,0,0,68,0,1250,132,0
7A06036             ,低合金    ,HRB400B    ,1687,0.00088,,0.0003,,0.002,70200,0.0022,0.0132,,,,0.482,,0.005,0.014,0,0.035,0.0051,0.0029,0.0035,0,0,0,0,44,0,0,0,0,0,25,0,0,200,0,0,56,0,1370,132,0
7A06035             ,低合金    ,HRB400B    ,0,0.00049,,0.00025,,0.003,70650,0.0023,0.0139,,,,0.464,,0.005,0.013,0,0.035,0.0041,0.0019,0.0035,0,0,0,0,6,0,0,0,0,40,50,0,0,200,0,0,85,0,1390,132,0
7A06034             ,低合金    ,HRB400B    ,0,0.00038,,0.00027,,0.002,69800,0.0021,0.0133,,,,0.471,,0.005,0.014,0,0.031,0.0048,0.0025,0.0032,0,0,0,0,12,0,0,0,0,27,75,0,0,200,0,0,85,0,1320,132,0
7A06033             ,低合金    ,HRB400B    ,1673,0.00099,,0.00035,,0.002,61450,0.0022,0.0136,,,,0.457,,0.005,0.013,0,0.034,0.0042,0.002,0.0029,0,0,0,0,6,0,0,0,0,37,25,0,0,200,0,0,54,0,1160,132,0
7A06032             ,低合金    ,HRB400B    ,1676,0.00074,,0.00028,,0.003,69200,0.0021,0.0137,,,,0.475,,0.005,0.013,0,0.035,0.0039,0.0017,0.0026,0,0,0,0,6,0,0,37,0,0,25,0,0,200,0,0,54,0,1160,132,0
7A06031             ,低合金    ,HRB400B    ,1655,0.00066,,0.00028,,0.003,66500,0.0023,0.0128,,,,0.481,,0.004,0.013,0,0.035,0.0061,0.0038,0.0026,0,0,0,0,44,0,0,0,0,0,50,0,0,200,0,0,68,0,1240,132,0
7A06030             ,低合金    ,HRB400B    ,1669,0.00066,,0.00033,,0.003,70200,0.0024,0.0143,,,,0.49,,0.005,0.013,0,0.035,0.004,0.0018,0.0029,0,0,0,0,6,0,0,0,0,68,50,0,0,200,0,0,85,0,1330,132,0
7A06029             ,低合金    ,HRB400B    ,1651,0.00071,,0.00042,,0.002,69100,0.0022,0.0143,,,,0.471,,0.003,0.012,0,0.034,0.0042,0.002,0.0027,0,0,0,0,6,0,0,38,0,0,25,0,0,200,0,0,68,0,1300,132,0
7A06028             ,低合金    ,HRB400B    ,1662,0.00048,,0.00045,,0.002,70250,0.0021,0.0139,,,,0.473,,0.003,0.011,0,0.034,0.0045,0.0023,0.003,0,0,0,0,7,0,0,40,0,0,25,0,0,0,0,0,68,0,1520,132,0
7A06027             ,低合金    ,HRB400B    ,1678,0.00048,,0.00032,,0.002,74050,0.0025,0.0142,,,,0.463,,0.004,0.012,0,0.033,0.005,0.0027,0.0029,0,0,0,0,7,0,0,0,0,40,50,0,0,200,0,0,90,0,1290,88,0
7A06026             ,低合金    ,HRB400B    ,1666,0.00039,,0.00027,,0.002,73250,0.0022,0.0142,,,,0.474,,0.003,0.011,0,0.033,0.0038,0.0016,0.0031,0,0,0,0,7,0,0,0,0,40,50,0,0,200,0,0,98,0,1380,88,0
7A06025             ,低合金    ,HRB400B    ,0,0.00076,,0.00035,,0.002,73500,0.0025,0.013,,,,0.461,,0.005,0.011,0,0.036,0.0037,0.0015,0.0025,0.001,0,0,0,6,0,0,0,0,40,25,0,0,200,0,0,58,0,1170,88,0
7A06024             ,低合金    ,HRB400B    ,1668,0.0006,,0.0003,,0.002,68900,0.0023,0.0135,,,,0.461,,0.002,0.01,0,0.033,0.0038,0.0016,0.004,0,0,0,0,8,0,0,0,0,41,25,0,0,200,0,0,85,0,1370,88,0
7A06023             ,低合金    ,HRB400B    ,1684,0.00049,,0.00037,,0.002,76400,0.0023,0.013,,,,0.445,,0.003,0.011,0,0.033,0.0041,0.0019,0.0027,0,0,0,0,8,0,0,0,0,41,50,0,0,200,0,0,93,0,1350,88,0
7A06022             ,低合金    ,HRB400B    ,1661,0.00037,,0.0003,,0.002,75250,0.0024,0.0134,,,,0.469,,0.005,0.012,0,0.033,0.0041,0.0019,0.0016,0,0,0,0,6,0,0,0,0,40,50,0,0,200,0,0,95,0,1250,88,0
7A06021             ,低合金    ,HRB400B    ,1695,0.00053,,0.0003,,0.002,71850,0.0022,0.013,,,,0.47,,0.005,0.012,0,0.035,0.0049,0.0027,0.0022,0,0,0,0,0,0,0,0,0,50,50,0,0,200,0,0,110,0,1320,88,0
7A06020             ,低合金    ,HRB400B    ,1651,0.00057,,0.00029,,0.002,74050,0.0023,0.0143,,,,0.452,,0.004,0.01,0,0.034,0.0039,0.0017,0.0023,0,0,0,0,0,0,0,0,0,46,25,0,0,200,0,0,75,0,1200,88,0
7A06019             ,低合金    ,HRB400B    ,1689,0.0006,,0.0003,,0.002,70250,0.0024,0.0131,,,,0.456,,0.004,0.011,0,0.035,0.004,0.0018,0.0025,0,0,0,0,0,0,0,0,0,47,25,0,0,200,0,0,80,0,1230,88,0
7A06018             ,低合金    ,HRB400B    ,1648,0.00055,,0.0003,,0,70650,0.0025,0.0129,,,,0.452,,0.003,0.01,0,0.035,0.0041,0.0019,0.0023,0,0,0,0,0,0,0,0,0,48,25,0,0,200,0,0,85,0,1280,88,0
7A06017             ,低合金    ,HRB400B    ,1672,0.00059,,0.00037,,0,71600,0.0024,0.0142,,,,0.461,,0.004,0.011,0,0.033,0.0036,0.0014,0.0031,0.002,0,0,0,7,0,0,0,0,40,50,0,0,200,0,0,90,0,1250,88,0
7A06016             ,低合金    ,HRB400D    ,1686,0.00076,,0.00036,,0.002,75500,0.0022,0.0131,,,,0.482,,0.003,0.01,0,0.031,0.004,0.0017,0.0029,0.001,0,0,0,10,0,0,0,0,30,25,0,0,200,0,0,68,0,1230,88,0
7A06015             ,低合金    ,HRB400D    ,1679,0.00035,,0.00025,,0.002,67250,0.0021,0.0137,,,,0.461,,0.003,0.01,0,0.03,0.0041,0.0019,0.0028,0,0,0,0,12,0,0,0,0,30,50,0,0,200,0,0,102,0,1300,88,0
7A06014             ,低合金    ,HRB400D    ,1800,0.00034,,0.0003,,0.002,70000,0.0022,0.0129,,,,0.469,,0.004,0.012,0,0.03,0.0041,0.0019,0.0023,0,0,0,0,12,0,0,0,0,30,50,0,0,0,0,0,95,0,1550,88,0
7A06013             ,低合金    ,HRB400D    ,1704,0.00052,,0.00021,,0.002,72050,0.0023,0.0129,,,,0.491,,0.008,0.019,0,0.034,0.0044,0.0022,0.0042,0,0,0,0,42,0,0,0,0,0,50,0,0,0,0,0,90,0,1550,88,0
7A06012             ,低合金    ,HRB400B    ,1645,0.00054,,0.00032,,0.002,72100,0.0021,0.0134,,,,0.481,,0.006,0.018,0,0.036,0.0041,0.0018,0.0034,0,0,0,0,7,0,0,0,0,40,50,0,0,0,0,0,85,0,0,110,0
7A06011             ,低合金    ,HRB400B    ,1661,0.00059,,0.00036,,0.002,67250,0.0022,0.0141,,,,0.465,,0.006,0.017,0,0.033,0.004,0.0018,0.0036,0,0,0,0,7,0,0,0,0,40,25,0,0,0,0,0,85,0,1470,110,0
7A06010             ,低合金    ,HRB400B    ,1676,0.00075,,0.00025,,0.001,73400,0.0023,0.0139,,,,0.45,,0.006,0.016,0,0.032,0.0043,0.0021,0.0028,0,0,0,0,7,0,0,0,0,40,25,0,0,0,0,0,68,0,1420,110,0
7A06009             ,低合金    ,HRB400B    ,1691,0.00092,,0.00028,,0.001,72600,0.0021,0.0136,,,,0.464,,0.007,0.016,0,0.035,0.0043,0.0021,0.0039,0,0,0,0,7,0,0,0,0,40,0,0,0,0,0,0,68,0,1440,110,25
7A06008             ,低合金    ,HRB400B    ,1670,0.00054,,0.0003,,0.001,69450,0.0023,0.0144,,,,0.479,,0.006,0.015,0,0.033,0.0039,0.0017,0.003,0,0,0,0,7,0,0,0,0,40,25,0,0,0,0,0,85,0,1420,110,0
7A06007             ,低合金    ,HRB400B    ,0,0.00088,,0.00028,,0.001,71300,0.0021,0.0137,,,,0.476,,0.007,0.015,0,0.035,0.004,0.0018,0.0033,0,0,0,0,7,0,0,0,0,40,0,0,0,200,0,0,51,0,1300,0,20
7A06006             ,低合金    ,HRB400B    ,1641,0.00087,,0.00024,,0.001,72200,0.0024,0.0128,,,,0.472,,0.007,0.016,0,0.035,0.0042,0.002,0.0038,0,0,0,0,7,0,0,0,0,40,0,0,0,200,0,0,58,0,1300,0,20
7A06005             ,低合金    ,HRB400B    ,1664,0.00068,,0.0003,,0.001,69600,0.0023,0.0135,,,,0.47,,0.007,0.014,0,0.033,0.0037,0.0015,0.0027,0,0,0,0,7,0,0,0,0,40,25,0,0,200,0,0,70,0,1300,110,0
7A06004             ,低合金    ,HRB400B    ,1677,0.00069,,0.00031,,0.001,72300,0.0023,0.014,,,,0.468,,0.009,0.014,0,0.033,0.004,0.0017,0.003,0,0,0,0,7,0,0,0,0,40,25,0,0,200,0,0,68,0,1300,110,0
7A06003             ,低合金    ,HRB400B    ,1678,0.00079,,0.00028,,0.001,71750,0.0022,0.0129,,,,0.454,,0.008,0.015,0,0.032,0.0042,0.0019,0.0045,0,0,0,0,7,0,0,0,0,40,25,0,0,200,0,0,68,0,1300,88,0
7A06002             ,低合金    ,HRB400B    ,1666,0.00098,,0.00023,,0.001,71700,0.0024,0.0133,,,,0.456,,0.006,0.017,0,0.032,0.004,0.0018,0.0038,0,0,0,0,7,0,0,0,0,40,0,0,0,200,0,0,51,0,1300,88,20
7A06001             ,低合金    ,HRB400B    ,0,0.00064,,0.00024,,0.001,71900,0.0023,0.0143,,,,0.462,,0.007,0.017,0,0.034,0.0039,0.0017,0.0031,0,0,0,0,6,0,0,0,0,40,25,0,0,200,0,0,75,0,1300,88,0
7A06000             ,低合金    ,HRB400B    ,1675,0.00106,,0.00025,,0.001,70350,0.0022,0.0129,,,,0.463,,0.004,0.013,0,0.034,0.0039,0.0017,0.003,0,0,0,0,7,0,0,0,0,40,0,0,0,0,0,0,44,0,1430,88,20
7A05999             ,低合金    ,HRB400B    ,1651,0.00076,,0.00028,,0.002,70600,0.0023,0.0134,,,,0.479,,0.006,0.015,0,0.034,0.0038,0.0016,0.0026,0,0,0,0,7,0,0,0,0,40,25,0,0,0,0,0,60,0,1450,132,0
7A05998             ,低合金    ,HRB400B    ,1678,0.00089,,0.00032,,0.002,71850,0.0024,0.0144,,,,0.459,,0.008,0.017,0,0.034,0.0039,0.0016,0.0039,0,0,0,0,7,0,0,0,0,40,0,0,0,0,0,0,51,0,1420,132,20
7A05997             ,低合金    ,HRB400B    ,1670,0.00074,,0.00038,,0.002,69900,0.0024,0.0139,,,,0.479,,0.006,0.013,0,0.034,0.0043,0.0021,0.0031,0,0,0,0,7,0,0,0,0,41,25,0,0,0,0,0,54,0,1500,132,0
7A05996             ,低合金    ,HRB400B    ,1698,0.00066,,0.00024,,0.002,72650,0.0023,0.0141,,,,0.458,,0.005,0.011,0,0.031,0.1176,0.0949,0.0025,0,0,0,0,6,0,0,0,0,41,25,0,0,0,0,0,72,0,1450,132,0
7A05995             ,低合金    ,HRB400B    ,1630,0.00071,,0.00029,,0.001,73550,0.0022,0.0129,,,,0.457,,0.006,0.014,0,0.034,0.1641,0.1313,0.0032,0,0,0,0,6,0,0,0,0,36,25,0,0,0,0,0,60,0,1270,132,0
7A05994             ,低合金    ,HRB400B    ,1800,0.00126,,0.00025,,0.002,62500,0.0024,0.0136,,,,0.461,,0.006,0.014,0,0.032,0.0041,0.0019,0.003,0,0,0,0,6,0,0,0,0,40,0,0,0,0,0,0,25,0,1470,132,20
7A05993             ,低合金    ,HRB400B    ,1653,0.00075,,0.00029,,0.002,71450,0.0023,0.0135,,,,0.459,,0.006,0.012,0,0.033,0.0076,0.0052,0.0031,0,0,0,0,6,0,0,0,0,40,25,0,0,0,0,0,68,0,1430,132,0
